occupational_code,education,importance
49-2096,Doctoral Degree,0.0
49-2096,Post-Doctoral Training,0.0
49-2097,Less than a High School Diploma,12.18
49-2097,"High School Diploma - or the equivalent (for example, GED)",38.35
49-2097,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",2.27
49-2097,Some College Courses,27.55
49-2097,Associate's Degree (or other 2-year degree),14.43
49-2097,Bachelor's Degree,5.23
49-2097,Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.,0.0
49-2097,Master's Degree,0.0
49-2097,Post-Master's Certificate - awarded for completion of an organized program of study; designed for people who have completed a Master's degree but do not meet the requirements of academic degrees at the doctoral level.,0.0
49-2097,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0
49-2097,Doctoral Degree,0.0
49-2097,Post-Doctoral Training,0.0
49-2098,Less than a High School Diploma,0.0
49-2098,"High School Diploma - or the equivalent (for example, GED)",41.41
49-2098,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",48.58
49-2098,Some College Courses,8.41
49-2098,Associate's Degree (or other 2-year degree),1.6
49-2098,Bachelor's Degree,0.0
49-2098,Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.,0.0
49-2098,Master's Degree,0.0
49-2098,Post-Master's Certificate - awarded for completion of an organized program of study; designed for people who have completed a Master's degree but do not meet the requirements of academic degrees at the doctoral level.,0.0
49-2098,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0
49-2098,Doctoral Degree,0.0
49-2098,Post-Doctoral Training,0.0
49-3011,Less than a High School Diploma,0.0
49-3011,"High School Diploma - or the equivalent (for example, GED)",12.37
49-3011,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",60.33
49-3011,Some College Courses,0.0
49-3011,Associate's Degree (or other 2-year degree),24.8
49-3011,Bachelor's Degree,2.5
49-3011,Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.,0.0
49-3011,Master's Degree,0.0
49-3011,Post-Master's Certificate - awarded for completion of an organized program of study; designed for people who have completed a Master's degree but do not meet the requirements of academic degrees at the doctoral level.,0.0
49-3011,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0
49-3011,Doctoral Degree,0.0
49-3011,Post-Doctoral Training,0.0
49-3021,Less than a High School Diploma,23.35
49-3021,"High School Diploma - or the equivalent (for example, GED)",41.99
49-3021,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",34.65
49-3021,Some College Courses,0.0
49-3021,Associate's Degree (or other 2-year degree),0.0
49-3021,Bachelor's Degree,0.0
49-3021,Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.,0.0
